model,expr,regime,vol_target,multiplicity,n_months,mean_ann_pct,sharpe,t,p,by_pass,aux_tested,aux_pass,full_survivor,alpha6_t
gpt-4o-2024-08-06,+0.5*AssetGrowth + +0.5*EarningsSurprise,VIX_BELOW_TRAILING_MEDIAN,true,1,11,0.618,0.032,0.031,0.48802,false,1,0,false,
gpt-4o-2024-08-06,+0.5*Leverage + -0.5*STreversal,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+0.5*BetaLiquidityPS + +0.5*OperProf,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,0.33,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+0.5*GrSaleToGrOverhead + +0.5*RDcap,TERM_SPREAD_NEGATIVE,false,1,11,6.416,0.609,0.583,0.28628,false,1,0,false,
gpt-4o-2024-08-06,+0.5*BM + +0.5*ChangeInRecommendation,NONE,true,1,11,5.581,0.676,0.648,0.26592,false,1,1,false,
gpt-4o-2024-08-06,-0.5*Leverage + +1*Mom12m,MKT_TRAILING_12M_UP,true,1,11,16.145,0.779,0.746,0.23641,false,0,0,false,
gpt-4o-2024-08-06,-1*AnalystRevision + +1*RealizedVol,VIX_BELOW_TRAILING_MEDIAN,false,1,11,-31.045,-1.227,-1.174,0.86628,false,1,0,false,
gpt-4o-2024-08-06,+0.5*Illiquidity + +1*OperProf,NONE,true,1,11,-0.344,-0.069,-0.066,0.52561,false,0,0,false,
gpt-4o-2024-08-06,-0.5*AOP + +1*AssetGrowth,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+0.5*CitationsRD + -1*EarningsConsistency,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,-1*CredRatDG + +0.5*DivOmit,TERM_SPREAD_NEGATIVE,false,1,11,15.003,1.612,1.543,0.0769,false,1,1,false,
gpt-4o-2024-08-06,+1*CashProd + -0.5*ChInvIA,NONE,false,1,11,2.706,0.191,0.183,0.42938,false,0,0,false,
gpt-4o-2024-08-06,+1*Mom12m + -0.5*betaVIX,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,2.098,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+1*BM + +0.5*DivYieldST,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+0.5*AssetGrowth + +1*OperProf,MKT_TRAILING_12M_UP,true,1,11,-3.989,-0.629,-0.602,0.71976,false,0,0,false,
gpt-4o-2024-08-06,+1*EarningsConsistency + -0.5*Leverage,TERM_SPREAD_NEGATIVE,false,1,11,9.12,1.229,1.176,0.13332,false,1,1,false,
gpt-4o-2024-08-06,+0.5*AnalystRevision + +1*OperProfRD,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*BidAskSpread + +0.5*EarningsSurprise,VIX_BELOW_TRAILING_MEDIAN,false,1,11,-2.493,-0.111,-0.106,0.54119,false,1,0,false,
gpt-4o-2024-08-06,-1*DebtIssuance + +1*OperProf,NONE,false,1,11,2.891,0.265,0.254,0.40231,false,0,0,false,
gpt-4o-2024-08-06,-0.5*Accruals + +1*Mom12m + +0.5*OperProf,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*AssetGrowth + +1*BetaFP + -0.5*BetaTailRisk,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,8.591,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+1*BM + +0.5*DivYieldST + +0.5*MRreversal,MKT_TRAILING_12M_DOWN,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,-0.5*DebtIssuance + +0.5*EarningsSurprise + +1*RD,TERM_SPREAD_NEGATIVE,true,1,11,-9.418,-0.689,-0.66,0.73792,false,0,0,false,
gpt-4o-2024-08-06,+1*CashProd + -0.5*ChInv + +0.5*Leverage,MKT_TRAILING_12M_UP,false,1,11,2.594,0.127,0.121,0.45297,false,0,0,false,
gpt-4o-2024-08-06,+1*BetaLiquidityPS + -0.5*Illiquidity + +1*RDAbility,NONE,false,1,11,7.871,0.54,0.517,0.30817,false,1,0,false,
gpt-4o-2024-08-06,+1*EarningsConsistency + +0.5*GP + -0.5*NetDebtFinance,MKT_TRAILING_12M_DOWN,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*EarningsSurprise + +0.5*IntanBM,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,-0.5*Leverage + +1*Mom12mOffSeason,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*EarningsConsistency + +1*IdioVolAHT,VIX_BELOW_TRAILING_MEDIAN,true,1,11,7.775,0.735,0.704,0.24873,false,1,1,false,
gpt-4o-2024-08-06,+0.5*AssetGrowth + +1*RevenueSurprise,MKT_TRAILING_12M_UP,false,1,11,0.138,0.021,0.02,0.49203,false,0,0,false,
gpt-4o-2024-08-06,+1*Cash + +0.5*GrAdExp,NONE,true,1,11,0.994,0.09,0.086,0.46659,false,1,0,false,
gpt-4o-2024-08-06,-0.5*BetaFP + +1*RoE,TERM_SPREAD_NEGATIVE,false,1,11,-3.0,-0.169,-0.162,0.56261,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AnalystValue + +1*CustomerMomentum,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,-2.549,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,+0.5*ChAssetTurnover + +1*OperProf,NONE,false,2,11,-0.421,-0.05,-0.047,0.51847,false,1,0,false,
gpt-4o-2024-08-06,-0.5*Accruals + +0.5*AssetGrowth + +0.5*OperProf,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,-0.5*Accruals + +0.5*EarningsSurprise + +0.5*OperProf,MKT_TRAILING_12M_UP,false,1,11,9.004,1.572,1.505,0.0816,false,1,1,false,
gpt-4o-2024-08-06,+0.5*AnalystRevision + +0.5*BM + -0.5*FEPS,VIX_BELOW_TRAILING_MEDIAN,true,1,11,0.729,0.072,0.069,0.47327,false,0,0,false,
gpt-4o-2024-08-06,-0.5*BookLeverage + +0.5*Leverage + +1*OperProf,TERM_SPREAD_NEGATIVE,false,1,11,3.263,0.248,0.237,0.40869,false,0,0,false,
gpt-4o-2024-08-06,+1*EarningsSurprise + -0.5*RealizedVol,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+0.5*CF + +0.5*Mom12m + -0.5*TotalAccruals,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,-1.242,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,-0.5*DebtIssuance + +0.5*EarningsSurprise + +0.5*NetDebtFinance,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AssetGrowth + +0.5*CashProd,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*AdExp + +1*RDAbility,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,-6.186,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,+0.5*DelDRC + +0.5*OrgCap,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+1*Leverage + +1*OperProf,MKT_TRAILING_12M_UP,false,1,11,0.64,0.044,0.042,0.48348,false,0,0,false,
gpt-4o-2024-08-06,+1*BidAskSpread + -0.5*ShortInterest,TERM_SPREAD_NEGATIVE,true,1,11,-4.659,-0.496,-0.475,0.67751,false,0,0,false,
gpt-4o-2024-08-06,+1*GrSaleToGrInv + +1*Mom6m,MKT_TRAILING_12M_UP,true,1,11,3.288,0.17,0.163,0.4369,false,1,1,false,
gpt-4o-2024-08-06,-1*CredRatDG + +1*IndMom,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,0.192,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+0.5*ChAssetTurnover + +1*OPLeverage,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+0.5*BM + +0.5*Mom12m,MKT_TRAILING_12M_UP,true,2,11,12.42,0.948,0.908,0.19259,false,1,1,false,
gpt-4o-2024-08-06,+0.5*BetaLiquidityPS + +0.5*ReturnSkew,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,-2.513,-1.044,-1.0,0.82955,false,1,0,false,
gpt-4o-2024-08-06,+0.5*EP + +0.5*OperProf,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*IntMom + +0.5*RD,MKT_TRAILING_12M_UP,false,1,11,19.72,1.161,1.112,0.14617,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BM + +0.5*betaVIX,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,-1.465,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AnalystRevision + +0.5*AssetGrowth,TERM_SPREAD_NEGATIVE,false,1,11,-0.5,-0.069,-0.066,0.52563,false,1,0,false,
gpt-4o-2024-08-06,+0.5*Cash + +0.5*NetPayoutYield,NONE,true,1,11,4.59,0.335,0.321,0.37742,false,0,0,false,
gpt-4o-2024-08-06,+0.5*EarningsSurprise + +0.5*ResidualMomentum,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*Mom12m + +0.5*OperProfRD,MKT_TRAILING_12M_UP,true,1,11,16.673,1.293,1.238,0.12208,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BM + +0.5*Mom6m,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AssetGrowth + -0.5*RealizedVol,NONE,true,1,11,9.845,0.822,0.787,0.22484,false,1,1,false,
gpt-4o-2024-08-06,+0.5*EarningsSurprise + +0.5*Mom12mOffSeason,VIX_BELOW_TRAILING_MEDIAN,false,1,11,3.669,0.28,0.269,0.39688,false,0,0,false,
gpt-4o-2024-08-06,+0.5*EarningsConsistency + +0.5*cfp,TERM_SPREAD_NEGATIVE,true,1,11,12.187,1.285,1.23,0.12342,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AnalystRevision + +0.5*AnalystValue,NONE,false,1,11,1.961,0.203,0.195,0.42477,false,1,1,false,
gpt-4o-2024-08-06,-0.5*Leverage + +0.5*OperProf,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*EarningsStreak + +0.5*GrAdExp,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,3.238,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AssetGrowth + +0.5*EarningsConsistency,MKT_TRAILING_12M_UP,true,1,11,-1.376,-0.105,-0.101,0.53922,false,0,0,false,
gpt-4o-2024-08-06,+0.5*IntMom + +0.5*Leverage,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,-0.5*IdioVol3F + +0.5*OperProf,VIX_BELOW_TRAILING_MEDIAN,true,1,11,-4.248,-0.29,-0.278,0.60661,false,1,0,false,
gpt-4o-2024-08-06,+0.5*CompositeDebtIssuance + +0.5*OperProfRD,TERM_SPREAD_NEGATIVE,false,1,11,5.856,0.445,0.426,0.33952,false,0,0,false,
gpt-4o-2024-08-06,+0.5*CitationsRD + +0.5*Mom6m,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BM + -0.5*BetaFP,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,-9.186,-1.044,-1.0,0.82955,false,1,0,false,
gpt-4o-2024-08-06,+0.5*CashProd + +0.5*EarningsSurprise,MKT_TRAILING_12M_UP,true,1,11,7.889,1.139,1.091,0.15051,false,0,0,false,
gpt-4o-2024-08-06,+1*EarningsForecastDisparity + -1*IdioVolAHT,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+0.5*AssetGrowth + +1*Mom12m,MKT_TRAILING_12M_UP,true,1,11,12.629,0.786,0.753,0.2344,false,0,0,false,
gpt-4o-2024-08-06,+0.5*CashProd + +1*RevenueSurprise,VIX_BELOW_TRAILING_MEDIAN,true,1,11,15.534,1.048,1.004,0.16958,false,1,1,false,
gpt-4o-2024-08-06,-0.5*CF + +1*CompositeDebtIssuance,TERM_SPREAD_NEGATIVE,true,1,11,-2.032,-0.192,-0.184,0.57113,false,0,0,false,
gpt-4o-2024-08-06,+1*DivYieldST + +0.5*EarningsConsistency,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,5.42,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+0.5*GrSaleToGrInv + +1*OperProf,MKT_TRAILING_12M_UP,false,1,11,-0.225,-0.028,-0.027,0.5104,false,0,0,false,
gpt-4o-2024-08-06,+1*CF + -0.5*DownRecomm,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+0.5*Mom12m + +1*SurpriseRD,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*Mom6m + +0.5*MomSeason16YrPlus,MKT_TRAILING_12M_UP,true,1,11,1.572,0.086,0.083,0.46783,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BM + +0.5*OperProfRD,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,-0.5*AssetGrowth + +1*STreversal,VIX_BELOW_TRAILING_MEDIAN,false,1,11,20.379,1.146,1.097,0.14914,false,0,0,false,
gpt-4o-2024-08-06,+1*GrSaleToGrOverhead + -0.5*Leverage,TERM_SPREAD_NEGATIVE,false,1,11,18.442,1.83,1.752,0.05515,false,0,0,false,
gpt-4o-2024-08-06,+0.5*EarningsSurprise + +1*OperProf,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,-0.5*IdioVol3F + +1*RealizedVol,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,-11.32,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,+1*CF + -0.5*CompositeDebtIssuance,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*Leverage + +1*Mom12m + -0.5*Size,MKT_TRAILING_12M_UP,true,1,11,11.019,0.798,0.764,0.23134,false,0,0,false,
gpt-4o-2024-08-06,+0.5*GrSaleToGrInv + +1*RD + -0.5*grcapx,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+0.5*EarningsSurprise + +1*IdioVol3F + -0.5*ReturnSkew3F,VIX_BELOW_TRAILING_MEDIAN,true,1,11,5.934,0.74,0.708,0.24748,false,0,0,false,
gpt-4o-2024-08-06,-0.5*DebtIssuance + +1*OperProf + +0.5*PctAcc,TERM_SPREAD_NEGATIVE,false,1,11,1.025,0.111,0.106,0.45871,false,1,0,false,
gpt-4o-2024-08-06,-0.5*BetaLiquidityPS + +0.5*Illiquidity + +1*STreversal,NONE,true,1,11,-0.787,-0.112,-0.107,0.54164,false,0,0,false,
gpt-4o-2024-08-06,+0.5*CashProd + +1*ChAssetTurnover + -0.5*ExclExp,MKT_TRAILING_12M_DOWN,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*AnalystRevision + -0.5*DownRecomm + +0.5*EarningsConsistency,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,0.397,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+1*BM + +0.5*OperProf,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*AssetGrowth + +0.5*RoE,VIX_BELOW_TRAILING_MEDIAN,false,1,11,-11.648,-0.902,-0.863,0.79589,false,0,0,false,
gpt-4o-2024-08-06,-0.5*Leverage + +1*Mom12m,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,1.69,1.044,1.0,0.17045,false,1,0,false,
gpt-4o-2024-08-06,-0.5*Illiquidity + +1*RealizedVol,TERM_SPREAD_NEGATIVE,false,1,11,-40.615,-1.495,-1.431,0.9086,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AnalystRevision + +1*RevenueSurprise,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+0.5*DebtIssuance + -1*OScore,VIX_BELOW_TRAILING_MEDIAN,false,1,11,-27.906,-1.639,-1.569,0.92617,false,0,0,false,
gpt-4o-2024-08-06,+1*AssetGrowth + -0.5*MomSeason,NONE,true,1,11,3.916,0.361,0.345,0.36856,false,1,1,false,
gpt-4o-2024-08-06,+1*AbnormalAccruals + +0.5*IdioVol3F + -0.5*betaVIX,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,-3.49,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,+1*AssetGrowth + -0.5*InvGrowth + +1*Mom12m,MKT_TRAILING_12M_UP,false,1,11,16.784,0.607,0.581,0.2871,false,1,0,false,
gpt-4o-2024-08-06,+1*BetaLiquidityPS + +0.5*BidAskSpread + -1*Leverage,TERM_SPREAD_NEGATIVE,true,1,11,12.439,1.091,1.045,0.1604,false,0,0,false,
gpt-4o-2024-08-06,-0.5*ChAssetTurnover + -1*ChInv + +1*grcapx,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*DivInit + -1*DivOmit + +0.5*EarningsSurprise,NONE,true,1,11,-4.06,-0.465,-0.445,0.66726,false,1,0,false,
gpt-4o-2024-08-06,+1*AnalystRevision + +0.5*EarningsSurprise + -0.5*ForecastDispersion,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BM + -0.5*EarningsSurprise + +1*Mom12m,MKT_TRAILING_12M_UP,true,1,11,13.291,0.778,0.745,0.23666,false,0,0,false,
gpt-4o-2024-08-06,-0.5*Beta + +0.5*GP + +1*OperProfRD,VIX_BELOW_TRAILING_MEDIAN,false,1,11,40.149,1.235,1.183,0.13213,false,1,1,false,
gpt-4o-2024-08-06,+1*AssetGrowth + +0.5*Cash + -0.5*Leverage,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*CF + +1*EarningsSurprise + -0.5*RealizedVol,VIX_BELOW_TRAILING_MEDIAN,false,1,11,24.969,1.621,1.552,0.0759,false,0,0,false,
gpt-4o-2024-08-06,-0.5*AOP + +1*BMdec + +0.5*DivYieldST,TERM_SPREAD_NEGATIVE,true,1,11,16.879,0.728,0.697,0.2509,false,0,0,false,
gpt-4o-2024-08-06,-0.5*AccrualsBM + +0.5*EarningsConsistency + +1*MomSeason,TERM_SPREAD_NEGATIVE,true,1,11,-31.653,-1.369,-1.311,0.89035,false,0,0,false,
gpt-4o-2024-08-06,+0.5*ChAssetTurnover + +1*GrSaleToGrOverhead + -0.5*Illiquidity,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,6.662,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+0.5*GP + +0.5*Mom6m,VIX_BELOW_TRAILING_MEDIAN,false,1,11,11.883,0.77,0.738,0.23886,false,1,1,false,
gpt-4o-2024-08-06,+1*BM + -0.5*RealizedVol,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+0.5*AssetGrowth + -0.5*RealizedVol,MKT_TRAILING_12M_UP,true,1,11,12.023,0.814,0.78,0.22685,false,0,0,false,
gpt-4o-2024-08-06,-0.5*BookLeverage + +1*OperProf,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,-1.729,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,-0.5*AOP + +1*AnalystRevision,NONE,true,1,11,14.669,1.329,1.273,0.11597,false,1,1,false,
gpt-4o-2024-08-06,+0.5*CredRatDG + +1*DebtIssuance,TERM_SPREAD_NEGATIVE,false,1,11,-6.914,-0.616,-0.59,0.71584,false,0,0,false,
gpt-4o-2024-08-06,+0.5*EarningsSurprise + +0.5*UpRecomm,NONE,true,1,11,17.874,2.054,1.966,0.03881,false,1,1,false,
gpt-4o-2024-08-06,+1*BidAskSpread + -0.5*Leverage,VIX_BELOW_TRAILING_MEDIAN,true,1,11,-2.762,-0.205,-0.196,0.57583,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AssetGrowth + -1*BM + +0.5*Mom12m,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,-0.5*EarningsConsistency + +0.5*Mom12m + +1*OperProf,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*AnalystRevision + -0.5*EarningsSurprise,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,0.278,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+0.5*EarningsSurprise + +1*Mom6m,TERM_SPREAD_NEGATIVE,true,1,11,4.026,0.354,0.339,0.37075,false,0,0,false,
gpt-4o-2024-08-06,-1*NetDebtFinance + +1*NetEquityFinance,MKT_TRAILING_12M_UP,false,1,11,-1.292,-0.083,-0.08,0.53095,false,0,0,false,
gpt-4o-2024-08-06,+1*ChangeInRecommendation + +0.5*ShortInterest,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,2.138,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+1*CashProd + +0.5*cfp,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BM + +0.5*OperProf,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AssetGrowth + +0.5*GrSaleToGrInv,VIX_BELOW_TRAILING_MEDIAN,false,1,11,-3.85,-0.604,-0.578,0.71212,false,0,0,false,
gpt-4o-2024-08-06,+0.5*EarningsConsistency + +0.5*Leverage,TERM_SPREAD_NEGATIVE,true,1,11,6.348,0.443,0.424,0.34018,false,1,1,false,
gpt-4o-2024-08-06,+0.5*BidAskSpread + +0.5*IdioVol3F,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,-4.15,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AOP + +0.5*AnalystRevision,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*DebtIssuance + +0.5*OperProf,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+0.5*AnalystValue + +0.5*RD,VIX_BELOW_TRAILING_MEDIAN,true,1,11,-40.015,-2.12,-2.029,0.96506,false,0,0,false,
gpt-4o-2024-08-06,+0.5*IntMom + +0.5*IntanEP,MKT_TRAILING_12M_UP,true,1,11,22.752,2.517,2.41,0.01835,false,0,0,false,
gpt-4o-2024-08-06,+1*CashProd + +1*Leverage,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*RDAbility + +0.5*grcapx3y,TERM_SPREAD_NEGATIVE,false,1,11,-10.077,-1.534,-1.469,0.91372,false,1,0,false,
gpt-4o-2024-08-06,+0.5*MomVol + -0.5*std_turn,VIX_BELOW_TRAILING_MEDIAN,true,1,11,38.012,2.929,2.804,0.00933,false,0,0,false,
gpt-4o-2024-08-06,+1*ConvDebt + +0.5*NetDebtFinance,MKT_TRAILING_12M_DOWN,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*GrLTNOA + +0.5*OrgCap,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,3.986,1.044,1.0,0.17045,false,1,0,false,
gpt-4o-2024-08-06,+0.5*GrAdExp + +0.5*Tax,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*EarningsConsistency + +0.5*HerfBE,NONE,true,1,11,7.128,1.069,1.023,0.16511,false,1,1,false,
gpt-4o-2024-08-06,+1*AssetGrowth + -0.5*ChInvIA + +1*GrSaleToGrOverhead,MKT_TRAILING_12M_UP,true,1,11,9.514,0.641,0.614,0.27641,false,0,0,false,
gpt-4o-2024-08-06,+0.5*OperProfRD + -0.5*RD + +1*SurpriseRD,VIX_BELOW_TRAILING_MEDIAN,true,1,11,25.029,1.936,1.853,0.04677,false,1,1,false,
gpt-4o-2024-08-06,+0.5*ChNWC + -0.5*DelFINL + +1*OPLeverage,MKT_TRAILING_12M_UP,false,1,11,-13.525,-0.855,-0.819,0.78408,false,0,0,false,
gpt-4o-2024-08-06,-0.5*BetaLiquidityPS + +1*BidAskSpread + +0.5*betaVIX,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,1.686,1.044,1.0,0.17045,false,1,0,false,
gpt-4o-2024-08-06,-1*AnalystRevision + +0.5*ChForecastAccrual + +1*ChangeInRecommendation,TERM_SPREAD_NEGATIVE,false,1,11,-0.297,-0.026,-0.025,0.50969,false,0,0,false,
gpt-4o-2024-08-06,+0.5*ChTax + -0.5*IntanSP + +1*OperProf,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,-0.5*Beta + +0.5*IntanBM + +0.5*Mom12m,MKT_TRAILING_12M_UP,true,1,11,0.972,0.083,0.08,0.46906,false,0,0,false,
gpt-4o-2024-08-06,-0.5*Accruals + +0.5*EarningsSurprise + +1*OperProf,VIX_BELOW_TRAILING_MEDIAN,true,1,11,9.286,1.086,1.04,0.1615,false,1,1,false,
gpt-4o-2024-08-06,+1*Cash + -0.5*Leverage + +0.5*NetDebtFinance,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*CustomerMomentum + +0.5*RevenueSurprise + -0.5*VolSD,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,-2.027,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,-0.5*IntanEP + +1*OrgCap + +0.5*RD,TERM_SPREAD_NEGATIVE,false,1,11,-4.13,-0.242,-0.232,0.58942,false,1,0,false,
